index,Design No.,Stock,Category,Color,SKU_Cleaned
2666,J0374,11.0,KURTA,Green,J0374-KR
2667,J0374,5.0,KURTA,Green,J0374-KR
2668,J0374,23.0,KURTA,Green,J0374-KR
2669,J0374,5.0,KURTA,Green,J0374-KR
2670,J0374,7.0,KURTA,Green,J0374-KR
2674,J0375,22.0,SET,Cream,J0375-KD
2677,J0375,19.0,SET,Cream,J0375-KD
2680,J0376,7.0,KURTA,Pink,J0376-KD
2681,J0376,9.0,KURTA,Pink,J0376-KD
2682,J0376,5.0,KURTA,Pink,J0376-KD
2683,J0376,3.0,KURTA,Pink,J0376-KD
2685,J0377,7.0,SET,Beige,J0377-KD
2686,J0377,3.0,SET,Beige,J0377-KD
2687,J0377,23.0,SET,Beige,J0377-KD
2689,J0377,25.0,SET,Beige,J0377-KD
2694,J0378,3.0,SET,Green,J0378-KD
2696,J0378,3.0,SET,Green,J0378-KD
2699,J0379,3.0,SET,Green,J0379-KD
2700,J0379,7.0,SET,Green,J0379-KD
2701,J0379,14.0,SET,Green,J0379-KD
2702,J0379,12.0,SET,Green,J0379-KD
2703,J0379,19.0,SET,Green,J0379-KD
2705,J0379,24.0,SET,Green,J0379-KD
2706,J0380,29.0,SET,Pink,J0380-KD
2707,J0380,16.0,SET,Pink,J0380-KD
2708,J0380,27.0,SET,Pink,J0380-KD
2709,J0380,12.0,SET,Pink,J0380-KD
2711,J0380,14.0,SET,Pink,J0380-KD
2712,J0380,19.0,SET,Pink,J0380-KD
2716,J0381,31.0,SET,Gold,J0381-KD
2717,J0381,28.0,SET,Gold,J0381-KD
2718,J0381,29.0,SET,Gold,J0381-KD
2719,J0381,21.0,SET,Gold,J0381-KD
2720,J0382,10.0,SET,Grey,J0382-KD
2721,J0382,4.0,SET,Grey,J0382-KD
2722,J0382,18.0,SET,Grey,J0382-KD
2723,J0382,13.0,SET,Grey,J0382-KD
2724,J0382,28.0,SET,Grey,J0382-KD
2725,J0382,20.0,SET,Grey,J0382-KD
2726,J0382,22.0,SET,Grey,J0382-KD
2727,J0385,10.0,KURTA,Red,J0385-KR
2728,J0385,5.0,KURTA,Red,J0385-KR
2729,J0385,13.0,KURTA,Red,J0385-KR
2730,J0385,24.0,KURTA,Red,J0385-KR
2731,J0385,30.0,KURTA,Red,J0385-KR
2733,J0385,20.0,KURTA,Red,J0385-KR
2736,J0386,3.0,KURTA,Rust,J0386-KR
2738,J0386,6.0,KURTA,Rust,J0386-KR
2742,J0388,28.0,TOP,Red,J0388-TP
2745,J0388,29.0,TOP,Red,J0388-TP
2747,J0388,31.0,TOP,Red,J0388-TP
2748,J0389,27.0,TOP,Teal,J0389-TP
2749,J0389,24.0,TOP,Teal,J0389-TP
2750,J0389,23.0,TOP,Teal,J0389-TP
2751,J0389,30.0,TOP,Teal,J0389-TP
2754,J0389,25.0,TOP,Teal,J0389-TP
2755,J0390,3.0,TOP,Mauve,J0390-TP
2756,J0390,3.0,TOP,Mauve,J0390-TP
2757,J0390,15.0,TOP,Mauve,J0390-TP
2759,J0390,30.0,TOP,Mauve,J0390-TP
2760,J0390,4.0,TOP,Mauve,J0390-TP
2764,J0391,11.0,TOP,Green,J0391-TP
2766,J0391,20.0,TOP,Green,J0391-TP
2767,J0391,10.0,TOP,Green,J0391-TP
2769,J0392,20.0,TOP,Rust,J0392-TP
2770,J0392,25.0,TOP,Rust,J0392-TP
2771,J0392,31.0,TOP,Rust,J0392-TP
2772,J0392,30.0,TOP,Rust,J0392-TP
2773,J0392,21.0,TOP,Rust,J0392-TP
2775,J0392,28.0,TOP,Rust,J0392-TP
2781,J0395,3.0,DRESS,Teal,J0395-DR
2784,J0396,4.0,DRESS,Yellow,J0396-DR
2785,J0396,6.0,DRESS,Yellow,J0396-DR
2787,J0396,4.0,DRESS,Yellow,J0396-DR
2788,J0396,7.0,DRESS,Yellow,J0396-DR
2791,J0397,6.0,DRESS,Red,J0397-DR
2792,J0397,26.0,DRESS,Red,J0397-DR
2793,J0397,7.0,DRESS,Red,J0397-DR
2794,J0397,21.0,DRESS,Red,J0397-DR
2795,J0397,16.0,DRESS,Red,J0397-DR
2796,J0397,3.0,DRESS,Red,J0397-DR
2797,J0398,13.0,DRESS,Wine,J0398-DR
2799,J0398,3.0,DRESS,Wine,J0398-DR
2800,J0398,21.0,DRESS,Wine,J0398-DR
2801,J0398,19.0,DRESS,Wine,J0398-DR
2802,J0398,29.0,DRESS,Wine,J0398-DR
2805,J0399,3.0,DRESS,Rust,J0399-DR
2806,J0399,5.0,DRESS,Rust,J0399-DR
2808,J0399,9.0,DRESS,Rust,J0399-DR
2809,J0399,17.0,DRESS,Rust,J0399-DR
2810,J0400,4.0,DRESS,Sea Green,J0400-DR
2811,J0400,4.0,DRESS,Sea Green,J0400-DR
2812,J0400,3.0,DRESS,Sea Green,J0400-DR
2813,J0400,12.0,DRESS,Sea Green,J0400-DR
2814,J0400,10.0,DRESS,Sea Green,J0400-DR
2815,J0400,24.0,DRESS,Sea Green,J0400-DR
2816,J0400,15.0,DRESS,Sea Green,J0400-DR
2817,J0401,3.0,DRESS,Yellow,J0401-DR
2818,J0401,3.0,DRESS,Yellow,J0401-DR
2819,J0401,6.0,DRESS,Yellow,J0401-DR
2821,J0401,5.0,DRESS,Yellow,J0401-DR
2822,J0401,4.0,DRESS,Yellow,J0401-DR
2824,J0402,13.0,DRESS,Teal,J0402-DR
2825,J0402,21.0,DRESS,Teal,J0402-DR
2826,J0402,22.0,DRESS,Teal,J0402-DR
2828,J0402,16.0,DRESS,Teal,J0402-DR
2829,J0402,23.0,DRESS,Teal,J0402-DR
2832,J0413,5.0,DRESS,MINT GREEN,J0413-DR
2833,J0413,12.0,DRESS,MINT GREEN,J0413-DR
2834,J0413,4.0,DRESS,MINT GREEN,J0413-DR
2835,J0413,7.0,DRESS,MINT GREEN,J0413-DR
2839,J0414,3.0,DRESS,CORAL ORANGE,J0414-DR
2843,J0415,4.0,DRESS,CORAL PINK,J0415-DR
2846,J0415,3.0,DRESS,CORAL PINK,J0415-DR
2849,J0415,7.0,DRESS,CORAL PINK,J0415-DR
2853,J0416,13.0,DRESS,Pink,J0416-DR
2854,J0416,12.0,DRESS,Pink,J0416-DR
2855,J0416,9.0,DRESS,Pink,J0416-DR
2856,J0417,23.0,TOP,Sea Green,J0417-TP
2857,J0417,8.0,TOP,Sea Green,J0417-TP
2858,J0417,18.0,TOP,Sea Green,J0417-TP
2859,J0417,20.0,TOP,Sea Green,J0417-TP
2860,J0417,19.0,TOP,Sea Green,J0417-TP
2861,J0417,12.0,TOP,Sea Green,J0417-TP
2862,J0417,13.0,TOP,Sea Green,J0417-TP
2863,J0418,12.0,TOP,Yellow,J0418-TP
2864,J0418,3.0,TOP,Yellow,J0418-TP
2868,J0418,29.0,TOP,Yellow,J0418-TP
2870,J0419,22.0,TOP,Maroon,J0419-TP
2871,J0419,20.0,TOP,Maroon,J0419-TP
2873,J0419,21.0,TOP,Maroon,J0419-TP
2875,J0419,23.0,TOP,Maroon,J0419-TP
2876,J0420,21.0,TOP,Pink,J0420-TP
2877,J0420,12.0,TOP,Pink,J0420-TP
2878,J0420,23.0,TOP,Pink,J0420-TP
2880,J0420,22.0,TOP,Pink,J0420-TP
2882,J0420,31.0,TOP,Pink,J0420-TP
2911,J0432,24.0,DRESS,Peach,J0432-DR
2913,J0432,25.0,DRESS,Peach,J0432-DR
2915,J0432,25.0,DRESS,Peach,J0432-DR
2917,J0433,20.0,DRESS,Yellow,J0433-DR
2918,J0433,20.0,DRESS,Yellow,J0433-DR
2919,J0433,20.0,DRESS,Yellow,J0433-DR
2920,J0433,20.0,DRESS,Yellow,J0433-DR
2921,J0433,24.0,DRESS,Yellow,J0433-DR
2922,J0433,20.0,DRESS,Yellow,J0433-DR
2923,J0433,20.0,DRESS,Yellow,J0433-DR
2931,J0435,20.0,DRESS,Pink,J0435-DR
2932,J0435,19.0,DRESS,Pink,J0435-DR
2933,J0435,19.0,DRESS,Pink,J0435-DR
2934,J0435,20.0,DRESS,Pink,J0435-DR
2935,J0435,20.0,DRESS,Pink,J0435-DR
2936,J0435,19.0,DRESS,Pink,J0435-DR
2937,J0435,20.0,DRESS,Pink,J0435-DR
2938,J0436,20.0,DRESS,Sky Blue,J0436-DR
2939,J0436,29.0,DRESS,Sky Blue,J0436-DR
2940,J0436,20.0,DRESS,Sky Blue,J0436-DR
2941,J0436,20.0,DRESS,Sky Blue,J0436-DR
2942,J0436,11.0,DRESS,Sky Blue,J0436-DR
2943,J0436,19.0,DRESS,Sky Blue,J0436-DR
2949,JAN8602,4.0,KURTA,Navy Blue,JAN8602-KR
2950,JAN8602,4.0,KURTA,Navy Blue,JAN8602-KR
2952,JAN8602,3.0,KURTA,Navy Blue,JAN8602-KR
2957,JAN8603,3.0,DRESS,Light Pink,JAN8603-DR
2959,JAN8604,6.0,DRESS,Sky Blue,JAN8604-KR
2960,JAN8604,5.0,DRESS,Sky Blue,JAN8604-KR
2962,JAN8604,8.0,DRESS,Sky Blue,JAN8604-KR
2964,JAN8605,3.0,SET,Green,JAN8605-KR-NP
2965,JAN8605,4.0,SET,Green,JAN8605-KR-NP
2966,JAN8605,3.0,SET,Green,JAN8605-KR-NP
2967,JAN8605,4.0,SET,Green,JAN8605-KR-NP
2968,JAN8605,4.0,SET,Green,JAN8605-KR-NP
2969,JAN8606,5.0,TOP,Red,JAN8606-TP
2970,JAN8606,5.0,TOP,Red,JAN8606-TP
2972,JAN8606,6.0,TOP,Red,JAN8606-TP
2973,JAN8606,5.0,TOP,Red,JAN8606-TP
2979,JAN8608,9.0,KURTA,Beige,JAN8608-KR
2980,JAN8608,9.0,KURTA,Beige,JAN8608-KR
2981,JAN8608,5.0,KURTA,Beige,JAN8608-KR
2982,JAN8608,10.0,KURTA,Beige,JAN8608-KR
2983,JAN8608,4.0,KURTA,Beige,JAN8608-KR
2984,JAN8609,9.0,SET,Yellow,JAN8609-KR-NP
2985,JAN8609,9.0,SET,Yellow,JAN8609-KR-NP
2986,JAN8609,5.0,SET,Yellow,JAN8609-KR-NP
2987,JAN8609,11.0,SET,Yellow,JAN8609-KR-NP
2988,JAN8609,4.0,SET,Yellow,JAN8609-KR-NP
2989,JAN8610,10.0,SET,Green,JAN8610-KR-NP
2990,JAN8610,9.0,SET,Green,JAN8610-KR-NP
2991,JAN8610,4.0,SET,Green,JAN8610-KR-NP
2992,JAN8610,9.0,SET,Green,JAN8610-KR-NP
2993,JAN8610,8.0,SET,Green,JAN8610-KR-NP
2994,JAN8611,12.0,SET,Turquoise Green,JAN8611-KR-NP
2995,JAN8611,11.0,SET,Turquoise Green,JAN8611-KR-NP
2996,JAN8611,6.0,SET,Turquoise Green,JAN8611-KR-NP
2997,JAN8611,16.0,SET,Turquoise Green,JAN8611-KR-NP
2999,JAN8612,9.0,SET,Yellow,JAN8612-KR-NP
3001,JAN8612,5.0,SET,Yellow,JAN8612-KR-NP
3002,JAN8612,16.0,SET,Yellow,JAN8612-KR-NP
3003,JAN8612,3.0,SET,Yellow,JAN8612-KR-NP
3004,JAN8613,10.0,TOP,White,JAN8613-TP
3005,JAN8613,9.0,TOP,White,JAN8613-TP
3006,JAN8613,5.0,TOP,White,JAN8613-TP
3007,JAN8613,10.0,TOP,White,JAN8613-TP
3008,JAN8613,6.0,TOP,White,JAN8613-TP
3010,JAN8614,3.0,TOP,Green,JAN8614-TP
3012,JAN8614,5.0,TOP,Green,JAN8614-TP
3013,JAN8614,5.0,TOP,Green,JAN8614-TP
3014,JAN8615,3.0,TOP,Blue,JAN8615-TP
3016,JAN8615,9.0,TOP,Blue,JAN8615-TP
3018,JAN8615,3.0,TOP,Blue,JAN8615-TP
3019,JAN8616,11.0,TOP,Yellow,JAN8616-TP
3020,JAN8616,9.0,TOP,Yellow,JAN8616-TP
3021,JAN8616,4.0,TOP,Yellow,JAN8616-TP
3022,JAN8616,12.0,TOP,Yellow,JAN8616-TP
3023,JAN8616,7.0,TOP,Yellow,JAN8616-TP
3024,JAN8617,8.0,KURTA,Peach,JAN8617-KR
3025,JAN8617,7.0,KURTA,Peach,JAN8617-KR
3026,JAN8617,3.0,KURTA,Peach,JAN8617-KR
3027,JAN8617,5.0,KURTA,Peach,JAN8617-KR
3028,JAN8617,5.0,KURTA,Peach,JAN8617-KR
3029,JAN8618,10.0,DRESS,Blue,JAN8618-DR
3030,JAN8618,8.0,DRESS,Blue,JAN8618-DR
3032,JAN8618,7.0,DRESS,Blue,JAN8618-DR
3035,JAN8619,3.0,KURTA,Red,JAN8619-KR
3037,JAN8619,5.0,KURTA,Red,JAN8619-KR
3040,JAN8620,3.0,KURTA,Sky Blue,JAN8620-KR
3041,JAN8620,6.0,KURTA,Sky Blue,JAN8620-KR
3042,JAN8620,3.0,KURTA,Sky Blue,JAN8620-KR
3044,JAN8621,10.0,DRESS,Beige,JAN8621-DR
3045,JAN8621,10.0,DRESS,Beige,JAN8621-DR
3046,JAN8621,4.0,DRESS,Beige,JAN8621-DR
3047,JAN8621,12.0,DRESS,Beige,JAN8621-DR
3048,JAN8621,3.0,DRESS,Beige,JAN8621-DR
3054,JAN8623,4.0,DRESS,Teal,JAN8623-DR
3055,JAN8623,6.0,DRESS,Teal,JAN8623-DR
3057,JAN8623,5.0,DRESS,Teal,JAN8623-DR
3059,JAN8624,10.0,DRESS,White,JAN8624-DR
3060,JAN8624,6.0,DRESS,White,JAN8624-DR
3061,JAN8624,3.0,DRESS,White,JAN8624-DR
3062,JAN8624,12.0,DRESS,White,JAN8624-DR
3063,JAN8624,6.0,DRESS,White,JAN8624-DR
3064,JAN8625,4.0,KURTA,Black,JAN8625-KR
3066,JAN8625,4.0,KURTA,Black,JAN8625-KR
3069,JAN8631,17.0,SET,Rust,JAN8631-KR-NP
3070,JAN8631,19.0,SET,Rust,JAN8631-KR-NP
3071,JAN8631,16.0,SET,Rust,JAN8631-KR-NP
3072,JAN8631,22.0,SET,Rust,JAN8631-KR-NP
3073,JAN8631,19.0,SET,Rust,JAN8631-KR-NP
3076,JAN8632,27.0,SET,TEAL BLUE ,JAN8632-KR-NP
3078,JAN8632,28.0,SET,TEAL BLUE ,JAN8632-KR-NP
3079,JAN8633,26.0,SET,Maroon,JAN8633-KR-NP
3080,JAN8633,24.0,SET,Maroon,JAN8633-KR-NP
3081,JAN8633,10.0,SET,Maroon,JAN8633-KR-NP
3082,JAN8633,26.0,SET,Maroon,JAN8633-KR-NP
3083,JAN8633,17.0,SET,Maroon,JAN8633-KR-NP
3084,JAN8634,30.0,KURTA SET,Turquoise,JAN8634-KR-NP
3085,JAN8634,30.0,KURTA SET,Turquoise,JAN8634-KR-NP
3086,JAN8634,26.0,KURTA SET,Turquoise,JAN8634-KR-NP
3088,JAN8634,26.0,KURTA SET,Turquoise,JAN8634-KR-NP
3089,JAN8635,26.0,SET,Pink,JAN8635-KR-NP
3090,JAN8635,30.0,SET,Pink,JAN8635-KR-NP
3091,JAN8635,19.0,SET,Pink,JAN8635-KR-NP
3092,JAN8635,31.0,SET,Pink,JAN8635-KR-NP
3093,JAN8635,20.0,SET,Pink,JAN8635-KR-NP
3094,JAN8636,16.0,SET,Grey,JAN8636-KR-NP
3095,JAN8636,15.0,SET,Grey,JAN8636-KR-NP
3096,JAN8636,4.0,SET,Grey,JAN8636-KR-NP
3097,JAN8636,15.0,SET,Grey,JAN8636-KR-NP
3098,JAN8636,6.0,SET,Grey,JAN8636-KR-NP
3099,JAN8637,7.0,SET,BURGUNDY,JAN8637-KR-NP
3100,JAN8637,9.0,SET,BURGUNDY,JAN8637-KR-NP
3101,JAN8637,3.0,SET,BURGUNDY,JAN8637-KR-NP
3102,JAN8637,11.0,SET,BURGUNDY,JAN8637-KR-NP
3103,JAN8637,3.0,SET,BURGUNDY,JAN8637-KR-NP
3104,JAN8638,8.0,SET,Green,JAN8638-KR-NP
3105,JAN8638,6.0,SET,Green,JAN8638-KR-NP
3107,JAN8638,9.0,SET,Green,JAN8638-KR-NP
3109,JAN8639,9.0,SET,Teal,JAN8639-KR-NP
3110,JAN8639,11.0,SET,Teal,JAN8639-KR-NP
3111,JAN8639,5.0,SET,Teal,JAN8639-KR-NP
3112,JAN8639,11.0,SET,Teal,JAN8639-KR-NP
3117,JAN8640,3.0,DRESS,Brown,JAN8640-DR
3120,JAN8641,3.0,DRESS,MINT GREEN,JAN8641-DR
3122,JAN8641,4.0,DRESS,MINT GREEN,JAN8641-DR
3123,JAN8641,3.0,DRESS,MINT GREEN,JAN8641-DR
3125,JAN8642,3.0,TOP,Yellow,JAN8642-TP
3129,JAN8643,12.0,KURTA,Teal,JAN8643-KR
3130,JAN8643,12.0,KURTA,Teal,JAN8643-KR
3131,JAN8643,6.0,KURTA,Teal,JAN8643-KR
3132,JAN8643,10.0,KURTA,Teal,JAN8643-KR
3133,JAN8643,5.0,KURTA,Teal,JAN8643-KR
3134,JAN8644,11.0,TOP,Black,JAN8644-TP
3135,JAN8644,12.0,TOP,Black,JAN8644-TP
3136,JAN8644,6.0,TOP,Black,JAN8644-TP
3137,JAN8644,12.0,TOP,Black,JAN8644-TP
3138,JAN8644,8.0,TOP,Black,JAN8644-TP
3139,JAN8645,5.0,DRESS,White,JAN8645-DR
3140,JAN8645,4.0,DRESS,White,JAN8645-DR
3142,JAN8645,9.0,DRESS,White,JAN8645-DR
3143,JAN8645,3.0,DRESS,White,JAN8645-DR
3149,JAN8652,10.0,SET,Green,JAN8652-KR-NP
3150,JAN8652,7.0,SET,Green,JAN8652-KR-NP
3151,JAN8652,5.0,SET,Green,JAN8652-KR-NP
3152,JAN8652,12.0,SET,Green,JAN8652-KR-NP
3153,JAN8652,10.0,SET,Green,JAN8652-KR-NP
3154,JAN8653,3.0,TOP,White,JAN8653-TP
3155,JAN8653,3.0,TOP,White,JAN8653-TP
3156,JAN8653,3.0,TOP,White,JAN8653-TP
3158,JAN8653,5.0,TOP,White,JAN8653-TP
3159,JAN8654,5.0,KURTA,Mustard,JAN8654-KR
3160,JAN8654,3.0,KURTA,Mustard,JAN8654-KR
3162,JAN8654,8.0,KURTA,Mustard,JAN8654-KR
3163,JAN8654,3.0,KURTA,Mustard,JAN8654-KR
3164,JAN8655,8.0,DRESS,Cream,JAN8655-DR
3165,JAN8655,3.0,DRESS,Cream,JAN8655-DR
3167,JAN8655,7.0,DRESS,Cream,JAN8655-DR
3168,JAN8655,3.0,DRESS,Cream,JAN8655-DR
3169,JAN8656,6.0,SET,Green,JAN8656-KR-NP
3170,JAN8656,3.0,SET,Green,JAN8656-KR-NP
3171,JAN8656,9.0,SET,Green,JAN8656-KR-NP
3172,JAN8656,6.0,SET,Green,JAN8656-KR-NP
3173,JAN8656,7.0,SET,Green,JAN8656-KR-NP
3174,JAN8657,6.0,TOP,Brown,JAN8657-TP
3175,JAN8657,4.0,TOP,Brown,JAN8657-TP
3176,JAN8657,3.0,TOP,Brown,JAN8657-TP
3177,JAN8657,3.0,TOP,Brown,JAN8657-TP
3178,JAN8657,4.0,TOP,Brown,JAN8657-TP
3179,JAN8658,13.0,KURTA,Red,JAN8658-KR
3180,JAN8658,13.0,KURTA,Red,JAN8658-KR
3181,JAN8658,13.0,KURTA,Red,JAN8658-KR
3182,JAN8658,15.0,KURTA,Red,JAN8658-KR
3183,JAN8658,15.0,KURTA,Red,JAN8658-KR
3184,JAN8659,10.0,SET,Green,JAN8659-KR-NP
3185,JAN8659,8.0,SET,Green,JAN8659-KR-NP
3186,JAN8659,6.0,SET,Green,JAN8659-KR-NP
3187,JAN8659,10.0,SET,Green,JAN8659-KR-NP
3188,JAN8659,6.0,SET,Green,JAN8659-KR-NP
3189,JAN8660,3.0,SET,White,JAN8660-KR-NP
3190,JAN8660,5.0,SET,White,JAN8660-KR-NP
3192,JAN8660,6.0,SET,White,JAN8660-KR-NP
3193,JAN8660,4.0,SET,White,JAN8660-KR-NP
3195,JAN8661,5.0,SET,Red,JAN8661-KR-NP
3197,JAN8661,4.0,SET,Red,JAN8661-KR-NP
3198,JAN8661,3.0,SET,Red,JAN8661-KR-NP
3204,JAN8663,9.0,TOP,White,JAN8663-TP
3205,JAN8663,7.0,TOP,White,JAN8663-TP
3206,JAN8663,8.0,TOP,White,JAN8663-TP
3207,JAN8663,6.0,TOP,White,JAN8663-TP
3208,JAN8663,13.0,TOP,White,JAN8663-TP
3209,JAN8664,3.0,TOP,Sky Blue,JAN8664-TP
3210,JAN8664,4.0,TOP,Sky Blue,JAN8664-TP
3211,JAN8664,4.0,TOP,Sky Blue,JAN8664-TP
3212,JAN8664,5.0,TOP,Sky Blue,JAN8664-TP
3213,JAN8664,5.0,TOP,Sky Blue,JAN8664-TP
3219,JAN8666,4.0,TOP,Green,JAN8666-TP
3220,JAN8666,3.0,TOP,Green,JAN8666-TP
3221,JAN8666,7.0,TOP,Green,JAN8666-TP
3222,JAN8666,5.0,TOP,Green,JAN8666-TP
3223,JAN8666,8.0,TOP,Green,JAN8666-TP
3239,JAN8670,4.0,DRESS,Blue,JAN8670-DR
3240,JAN8670,4.0,DRESS,Blue,JAN8670-DR
3241,JAN8670,4.0,DRESS,Blue,JAN8670-DR
3242,JAN8670,6.0,DRESS,Blue,JAN8670-DR
3243,JAN8670,3.0,DRESS,Blue,JAN8670-DR
3244,JAN8676,3.0,KURTA,Mustard,JAN8676-KR
3246,JAN8676,5.0,KURTA,Mustard,JAN8676-KR
3247,JAN8676,4.0,KURTA,Mustard,JAN8676-KR
3248,JAN8676,3.0,KURTA,Mustard,JAN8676-KR
3249,JAN8677,17.0,KURTA,Sea Green,JAN8677-KR
3250,JAN8677,17.0,KURTA,Sea Green,JAN8677-KR
3251,JAN8677,21.0,KURTA,Sea Green,JAN8677-KR
3252,JAN8677,18.0,KURTA,Sea Green,JAN8677-KR
3253,JAN8677,16.0,KURTA,Sea Green,JAN8677-KR
3254,JAN8678,4.0,KURTA,Pink,JAN8678-KR
3255,JAN8678,4.0,KURTA,Pink,JAN8678-KR
3256,JAN8678,5.0,KURTA,Pink,JAN8678-KR
3257,JAN8678,4.0,KURTA,Pink,JAN8678-KR
3258,JAN8678,4.0,KURTA,Pink,JAN8678-KR
3259,JAN8679,4.0,KURTA,Pink,JAN8679-KR
3260,JAN8679,4.0,KURTA,Pink,JAN8679-KR
3262,JAN8679,7.0,KURTA,Pink,JAN8679-KR
3263,JAN8679,9.0,KURTA,Pink,JAN8679-KR
3264,JAN8680,5.0,KURTA,Blue,JAN8680-KR
3270,JNE0850,30.0,SAREE,Red,JNE0850
3272,JNE09187,30.0,SAREE,Pink,JNE09187-PINK-R-JP7104RNV
3273,JNE09209,24.0,SAREE,Teal,JNE09209-UTI-R-JP8101RV
3274,JNE09210,22.0,SAREE,Pink,JNE09210-PINK-R-JP8101RNV
3275,JNE09233,26.0,SAREE,Purple,JNE09233-UTI-R-JP8108PV
3282,JNE1233,23.0,KURTA,Blue,JNE1233-BUE-KR-031
3285,JNE1234,24.0,KURTA,Multicolor,JNE1234-UTI-KR-032
3286,JNE1234,21.0,KURTA,Multicolor,JNE1234-UTI-KR-032
3287,JNE1234,8.0,KURTA,Multicolor,JNE1234-UTI-KR-032
3288,JNE1234,8.0,KURTA,Multicolor,JNE1234-UTI-KR-032
3289,JNE1234,18.0,KURTA,Multicolor,JNE1234-UTI-KR-032
3291,JNE1234,4.0,KURTA,Multicolor,JNE1234-UTI-KR-032
3307,JNE1906,4.0,KURTA,Black,JNE1906-KR-031
3308,JNE1906,10.0,KURTA,Black,JNE1906-KR-031
3309,JNE1906,21.0,KURTA,Black,JNE1906-KR-031
3310,JNE1906,10.0,KURTA,Black,JNE1906-KR-031
3312,JNE1906,7.0,KURTA,Black,JNE1906-KR-031
3314,JNE1951,5.0,KURTA,Green,JNE1951-KR-155
3315,JNE1951,8.0,KURTA,Green,JNE1951-KR-155
3316,JNE1951,23.0,KURTA,Green,JNE1951-KR-155
3318,JNE1951,15.0,KURTA,Green,JNE1951-KR-155
3319,JNE1951,4.0,KURTA,Green,JNE1951-KR-155
3328,JNE1977,8.0,KURTA,Peach,JNE1977-KR-237
3329,JNE1977,3.0,KURTA,Peach,JNE1977-KR-237
3330,JNE1977,3.0,KURTA,Peach,JNE1977-KR-237
3331,JNE1977,11.0,KURTA,Peach,JNE1977-KR-237
3332,JNE1977,6.0,KURTA,Peach,JNE1977-KR-237
3333,JNE1977,3.0,KURTA,Peach,JNE1977-KR-237
3343,JNE1998,8.0,KURTA,Multicolor,JNE1998-KR-311
3345,JNE1998,17.0,KURTA,Multicolor,JNE1998-KR-311
3346,JNE1998,3.0,KURTA,Multicolor,JNE1998-KR-311
3347,JNE1998,5.0,KURTA,Multicolor,JNE1998-KR-311
3348,JNE2009,4.0,KURTA,Brown,JNE2009-KR-310
3349,JNE2009,10.0,KURTA,Brown,JNE2009-KR-310
3350,JNE2009,10.0,KURTA,Brown,JNE2009-KR-310
3352,JNE2009,12.0,KURTA,Brown,JNE2009-KR-310
3354,JNE2014,12.0,KURTA,Multicolor,JNE2014-KR-178
3355,JNE2014,27.0,KURTA,Multicolor,JNE2014-KR-178
3356,JNE2014,16.0,KURTA,Multicolor,JNE2014-KR-178
3357,JNE2014,20.0,KURTA,Multicolor,JNE2014-KR-178
3358,JNE2014,21.0,KURTA,Multicolor,JNE2014-KR-178
3359,JNE2014,28.0,KURTA,Multicolor,JNE2014-KR-178
3360,JNE2014,29.0,KURTA,Multicolor,JNE2014-KR-178
3364,JNE2032,6.0,KURTA,Teal,JNE2032-KR-205
3366,JNE2032,11.0,KURTA,Teal,JNE2032-KR-205
3367,JNE2032,4.0,KURTA,Teal,JNE2032-KR-205
3368,JNE2041,3.0,KURTA,Red,JNE2041-KR-297
3369,JNE2041,6.0,KURTA,Red,JNE2041-KR-297
3370,JNE2041,6.0,KURTA,Red,JNE2041-KR-297
3372,JNE2041,5.0,KURTA,Red,JNE2041-KR-297
3373,JNE2041,3.0,KURTA,Red,JNE2041-KR-297
3374,JNE2041,12.0,KURTA,Red,JNE2041-KR-297
3375,JNE2049,4.0,KURTA,Black,JNE2049-KR-351
3379,JNE2049,20.0,KURTA,Black,JNE2049-KR-351
3386,JNE2086,30.0,KURTA,Multicolor,JNE2086-KR-389
3387,JNE2086,27.0,KURTA,Multicolor,JNE2086-KR-389
3389,JNE2100,8.0,KURTA,Teal,JNE2100-KR-144
3390,JNE2100,8.0,KURTA,Teal,JNE2100-KR-144
3392,JNE2100,11.0,KURTA,Teal,JNE2100-KR-144
3394,JNE2100,8.0,KURTA,Teal,JNE2100-KR-144
3395,JNE2100,13.0,KURTA,Teal,JNE2100-KR-144
3404,JNE2113,3.0,KURTA,Multicolor,JNE2113-KR-381
3405,JNE2113,4.0,KURTA,Multicolor,JNE2113-KR-381
3406,JNE2113,5.0,KURTA,Multicolor,JNE2113-KR-381
3407,JNE2113,6.0,KURTA,Multicolor,JNE2113-KR-381
3408,JNE2114,9.0,KURTA,Red,JNE2114-KR-340
3409,JNE2131,6.0,KURTA,Multicolor,JNE2131-KR-A
3410,JNE2131,6.0,KURTA,Multicolor,JNE2131-KR-A
3411,JNE2131,10.0,KURTA,Multicolor,JNE2131-KR-A
3412,JNE2131,6.0,KURTA,Multicolor,JNE2131-KR-A
3413,JNE2131,8.0,KURTA,Multicolor,JNE2131-KR-A
3414,JNE2131,7.0,KURTA,Multicolor,JNE2131-KR-A
3415,JNE2131,8.0,KURTA,Multicolor,JNE2131-KR-A
3416,JNE2132,4.0,KURTA,Pink,JNE2132-KR-398
3417,JNE2132,3.0,KURTA,Pink,JNE2132-KR-398
3418,JNE2132,4.0,KURTA,Pink,JNE2132-KR-398
3421,JNE2132,9.0,KURTA,Pink,JNE2132-KR-398
3422,JNE2132,5.0,KURTA,Pink,JNE2132-KR-398
